Song_title,Song_artist,categoryId,channelId,channelTitle,commentCount,dislikeCount,favoriteCount,likeCount,tags,title,videoId,viewCount
Drip Too Hard,Lil Baby & Gunna,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,8120,21546,0,314604,"['Lil Baby', 'Gunna', 'Drip Too Hard', 'Drip Too Hard']",Drip Too Hard,sqyNqxbCfO8,35781446
Better Now,Post Malone,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,30910,26195,0,1197635,"['Post', 'Malone', 'Better', 'Now', 'Republic', 'Records', 'Hip', 'Hop']",Post Malone - Better Now,UYwF-jdcVjY,95457511
Youngblood,5 Seconds Of Summer,10,UClesqLjeKJd-dG8xLfzJyCQ,5SOSVEVO,35588,20520,0,836669,"['5SOS', '5 Seconds of Summer', 'Youngblood', 'Youngblood Official', 'Youngblood Official Video']",5 Seconds Of Summer - Youngblood (Official Video),#NAME?,58143781
Natural,Imagine Dragons,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,29294,15110,0,858447,"['Imagine', 'Dragons', 'Natural', 'Kid', 'Ina', 'Korner', 'Interscope', 'Alternative']",Imagine Dragons - Natural (Lyrics),V5M2WZiAy6k,66588264
Breathin,Ariana Grande,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,95748,42888,0,1886497,"['Ariana', 'Grande', 'breathin', 'Universal', 'Records', 'Pop']",Ariana Grande - breathin,kN0iD0pI3o0,68559202
Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",10,UCGkSXL5saM8y3VvJD_PdMFQ,DJSnakeVEVO,348220,492883,0,8521699,"['DJ', 'Snake', 'Taki', 'Music/Geffen', 'Records', 'Dance']","DJ Snake - Taki Taki ft. Selena Gomez, Ozuna, Cardi B",ixkoVwKQaJg,839142531
BAD!,XXXTENTACION,10,UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,259192,32243,0,2262745,"['BAD (Audio)', 'XXXTENTACION', 'XXXTENTACION - BAD (Audio)', 'Bad Vibes Forever / EMPIRE', 'Pop', 'EMPIRE', 'Bad!', 'Rap', 'Hip-Hop']",XXXTENTACION - BAD! (Audio),P1t9T1TAOBI,62780672
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,10,UCSugZEYrWbzqIWGD195V-YA,OfficialGucciMane,63810,65790,0,1556565,"['officialguccimane', 'gucci mane', 'gucci', 'mane', 'atlantic records', 'atlantic', 'guwop', 'radric davis', 'hip hop', 'rap', 'i get the bag', 'both', 'curve', 'met gala', 'solitaire', 'real rich', 'el gato', 'mr. davis', 'droptopwop', 'atlanta', 'DN6WWu_KEQs', 'UdvpUjCmLC4', 'Wake Up In The Sky', 'Bruno Mars', 'Kodak Black', 'Music Video', 'Official Music Video', 'mjaayCARwro', 'zcWqllTtns4', 'gucci mane bruno mars kodak black', ""smoke til I'm high"", ""drink til I'm drunk"", 'You cant tell me I aint fly', 'I know Im super fly', 'wuits', 'gucci bruno kodak']","Gucci Mane, Bruno Mars, Kodak Black - Wake Up in The Sky [Official Music Video]",U68MJz9DrI4,122814351
Trip,Ella Mai,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,24797,40863,0,717299,"['Ella', 'Mai', 'Trip', '10', 'Summers', 'Interscope', 'PS']",Ella Mai - Trip (Audio),JfGD75vHWrU,107758263
MIA,Bad Bunny Featuring Drake,10,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,151268,218160,0,3666688,"['Bad', 'Bunny', 'Bad Bunny', 'Drake', 'Mia', 'Eres Mia']",Bad Bunny feat. Drake - Mia ( Video Oficial ),OSUxrSe5GbI,477607422
Love Lies,Khalid & Normani,24,UC4XJeGGdXj0vA4CxDDJ8J_A,Cakes & Eclairs,1224,910,0,30559,"['pop', 'pop music', 'music', 'new song', 'lyrics', 'lyric video', 'new song 2018', 'new spotify', 'cassiopeia', 'cassiopeia lyrics', 'khalid', 'normani', 'love lies', 'love lies lyrics', 'love lies khalid lyrics', 'love lies normani lyrics', 'love lies khalid normani', 'khalid normani', 'khalid ft normani', 'normani khalid', 'love simon', 'khalid lyrics', 'normani lyrics', 'normani love lies', 'khalid love lies', 'love', 'lies', 'one']","Khalid, Normani - Love Lies (Lyrics)",FGa067-f_LI,3205900
Eastside,"Benny Blanco, Halsey & Khalid",22,UCqrBKQHQVEvD2Q9FP0DCP2g,benny blanco,17583,46715,0,1247710,"['benny blanco', 'benny', 'blanco', 'halsey', 'ashley', 'khalid', 'kahlid', 'beny blanko', 'benny blanko', 'benni blanco', 'benni blanko', 'halsy', 'eastside', 'east side', 'love', 'music', 'video', 'realtionships', 'high school', 'year book', 'childhood', 'documentary', 'secret genius', 'khaled']","benny blanco, Halsey & Khalid – Eastside (official video)",56WBK4ZK_cw,265757205
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,78683,44640,0,1978072,"['Post', 'Malone', 'Swae', 'Lee', 'Sunflower', '(from', 'Spider-Man:', 'Into', 'the', 'Spider-Verse)', 'Universal', 'Records', 'Hip', 'Hop']","Post Malone, Swae Lee - Sunflower (Spider-Man: Into the Spider-Verse)",ApXoWvfEYVU,163302578
God Is A Woman,Ariana Grande,10,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,426676,383140,0,3236356,"['Ariana', 'Grande', 'God', 'is', 'woman', 'Republic', 'Records', 'Pop']",Ariana Grande - God is a woman,kHLHSlExFis,187437967
Shallow,Lady Gaga & Bradley Cooper,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,62909,43155,0,1762222,"['Lady', 'Gaga', 'Bradley', 'Cooper', 'Shallow', 'Star', 'is', 'Born', 'OST', 'Soundtrack']","Lady Gaga, Bradley Cooper - Shallow (A Star Is Born)",bo_efYhYU2A,179188711
Money,Cardi B,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,111498,52575,0,1145047,"['Cardi B', 'Cardi', 'Atlantic Records', 'rap', 'hip hop', 'trap', 'latin', 'Bodak Yellow', 'bloody shoes', 'red bottoms', 'i like it', 'invasion of privacy', 'offset', 'bruno mars', 'finesse', 'Zj2cK8wymIA', 'Cardi B Money', 'Money', 'Cardi Money', 'Cardi B Money Music Video', 'Cardi Money Video', 'Cardi B Video', 'Money Video', 'Money Music Video', 'Bands In The Coupe', 'I Was Born To Flex', 'Cardi Offset', 'Offset', 'Kulture', 'Offset Rolling Loud', 'Cardi IG Live', 'Cardi B Breast Feeding', 'Cardi B Leak', 'Cardi B Snippet', 'Cardi B AMA']",Cardi B - Money [Official Music Video],zUOh09GoQgk,27694421
I Like It,"Cardi B, Bad Bunny & J Balvin",10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,258281,376584,0,5689658,"['Cardi B', 'I Like It', 'Invasion of Privacy', 'Bad Bunny', 'J Balvin', 'Bronx', 'New York', 'Rap', 'Hip Hop', 'Bodak Yellow', 'Bartier Cardi', '8zSRkr1nQNw', 'Cardi', 'Bardi', 'iAeYPfrXwk4', '#1 Billboard', 'XXXTentacion']","Cardi B, Bad Bunny & J Balvin - I Like It [Official Music Video]",xTlNMmZKwpA,785801951
Taste,Tyga Featuring Offset,10,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,77565,181960,0,2934075,"['Tyga', 'Taste', '(Official', 'Video)', 'Last', 'Kings', 'Music', 'EMPIRE', 'Rap/Hip-Hop', 'Offset', 'Migos', 'Quavo', 'Drake', 'Nicki Minaj', 'Kylie Jenner', 'Kardashian', 'Kyoto', 'Travis Scott', 'T-Raww', 'da doman']",Tyga - Taste (Official Music Video) ft. Offset,LjxulQ1bEWg,514884963
Lose It,Kane Brown,10,UCsEj8E122ibbJetQe8BoV7g,KaneBrownVEVO,7250,11621,0,177096,"['cma fest', 'nissan', 'stadium', 'heaven', 'chris young', 'losing sleep', 'lauren alaina', 'what ifs', 'used to love you sober', 'closer', 'make room', 'setting the night on fire', 'sam hunt', 'thomas rhett', 'florida georgia line', 'jason aldean', 'Country', 'Kane Brown', 'Lose It', 'RCA Records Label Nashville', 'Kane Brown Vevo', 'Country Music', 'Southern Music', 'Vevo', 'Vevo Music']",Kane Brown - Lose It (Official Music Video),Z8nkc2KKjd8,41528603
In My Feelings,Drake,10,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,246719,157112,0,3291984,"['Drake', 'In', 'My', 'Feelings', 'Cash', 'Money/Drake', 'LP6', 'Hip', 'Hop']",Drake - In My Feelings,DRS_PpOrUZ4,171974878
Yes Indeed,Lil Baby & Drake,10,UCTwct4oAsyuyGxOtva0FcUg,FutureHype,16703,31698,0,501718,"['music', 'hiphop', 'hip', 'hop', 'rap', 'mix', 'remix', 'free', 'download', 'mixtape', 'album', 'leak', 'drake', 'drake lyrics', 'lil baby lyrics', 'lil baby', 'yes indeed', 'yes indeed lyrics', 'drake lil baby', 'drake yes ineed', 'lil baby yes indeed', 'freestyle', 'southside']",Drake & Lil Baby - Yes Indeed (Lyrics),AbEHRrq7xwU,98856697
Broken,lovelytheband,10,UCkRP-4rl0ylPU11jmdBvXmg,lovelythebandVEVO,5485,6964,0,185550,"['Alternative', 'RED MUSIC', 'broken', 'lovelytheband']",lovelytheband - broken (official video),qr1-WpWOUk8,17126428
Beautiful,Bazzi Featuring Camila Cabello,10,UCKI6DNZu8-X5VWI0FEEYCTA,Bazzi,28989,21842,0,977106,"['bazzi', 'andrew bazzi', 'mine', 'beautiful', 'cosmic', 'atlantic', ""you're so fucking precious"", 'bazzi music', 'Camila', 'Camila Cabello', 'Camila Bazzi Beautiful', 'Warner Music Group', 'Atlantic Records', 'Camila Cabello Consequences', 'consequences', 'camila bazzi music', 'bazzi beautiful', 'camila cabello songs', 'camila', 'camila bazzi', 'the way that gucci look on you', 'official audio', 'camila cabello live', 'bazzi beautiful ft camila', 'bazzi beautiful camila cabello', 'official video', 'music video', 'official music video']",Bazzi feat. Camila Cabello - Beautiful (Official Video),Uk1hv6h7O1Y,69929129
Nonstop,Drake,10,UCU6cE7pdJPc6DU2jSrKEsdQ,Drake - Topic,15907,49440,0,497684,"['Drake', 'ドレイク', 'Scorpion', 'Nonstop', 'ノンストップ']",Nonstop,XNpGNykVZ6U,77022880
Uproar,Lil Wayne,10,UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,18257,12732,0,418368,"['Lil', 'Wayne', 'Uproar', 'Young', 'Money', 'Records', 'Inc.', 'Hip', 'Hop']",Lil Wayne - Uproar ft. Swizz Beatz,GQ2juiyXk-s,24243620
She Got The Best Of Me,Luke Combs,10,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,3338,6447,0,131979,"['luke combs', 'beautiful crazy', 'when it rains it pours', 'hurricane', 'beer never broke my heart', 'cma', 'acm', 'country', 'country radio', 'Jason aldean', 'bootleggers', 'must’ve never met you', 'country music', 'songwriter', 'Nashville', 'north carolina', 'Houston we got a problem', 'eric church', 'luke bryan', 'brothers osborne', 'chris stapleton', 'kane brown', 'leon bridges', 'a long way', 'honky tonk highway', 'used to you', 'don’t tempt me', 'this one’s for you', 'this one’s for you too']",Luke Combs - She Got the Best of Me,a2a9fgPI_PI,27775817
Tequila,Dan + Shay,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2375,8231,0,141968,"['danandshay', 'tequila', 'audio video', 'dan', 'shay', 'dan smyers', 'shay mooney', 'duo', 'country', 'grey', 'black and white', 'alcohol', 'holding hands', 'soroity tshirt', '19 you and me', ""road trippin'"", 'how not to', 'from the ground up', 'dan + shay', 'dan and shay', 'dan shay tequila', 'dan and shay tequila', 'dan + shay tequila']",Dan + Shay - Tequila (Icon Video),9j8afmT-bLM,36041745
Leave Me Alone,Flipp Dinero,10,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,28161,22429,0,742893,"['world star hip hop', 'worldstarhiphop', 'worldstar', 'world star', 'worldstar youtube', 'youtube worldstar', 'worldstarhiphop youtube', 'youtube worldstarhiphop', 'worldstarhiphop channel', 'wshh', 'hip hop', 'hip hop music', 'rap', 'rap music', 'music', 'music video', 'exclusive', 'WSHH exclusive', 'Flipp Dinero', 'Flipp Dinero 2018', 'Flipp Dinero music video', 'Flipp Dinero video', 'Flipp Dinero leave me alone', 'Leave me alone Flipp Dinero', 'Leave Me Alone music video', 'Leave Me Alone video', 'Leave Me Alone']","Flipp Dinero ""Leave Me Alone"" (WSHH Exclusive - Official Music Video)",qu0CxX8GJj8,61547778
Speechless,Dan + Shay,10,UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,2441,6743,0,157362,"['wedding video', 'heartfelt wedding video', 'emotional wedding video', 'celebrity wedding video', 'summer wedding', 'speechless', 'dan + shay', 'dan and shay', 'husband and wife', 'outside wedding', 'groomsmen', 'bridesmaid', 'dan smyers', 'shay mooney', 'country music', 'country duo', 'all to myself', 'tequila', 'how not to', 'from the ground up', 'dan + shay speechless', 'dan + shay album', 'dan smyers wedding', 'shay mooney wedding']",Dan + Shay - Speechless (Wedding Video),7UoP9ABJXGE,35137546
Ring,Cardi B Featuring Kehlani,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,69007,66024,0,1290534,"['Cardi B', 'Cardi', 'Atlantic Records', 'rap', 'hip hop', 'trap', 'latin', 'Bodak Yellow', 'bloody shoes', 'red bottoms', 'i like it', 'invasion of privacy', 'offset', 'bruno mars', 'finesse', 'Hennesy Cardi', 'Kehlani Cardi', 'Kehlani Ring', 'Cardi B Ring', 'Cardi B Leak', 'Cardi B Music', 'Cardi B Videos', 'Cardi B Okurrrr', 'Cardi B Highlights', 'Best of Cardi B', 'Cardi B feat. Kehlani', 'Cardi B Coachella', 'Kehlani Coachella', 'Cardi B J Balvin', 'Cardi B Bad Bunny', 'Cardi B G Eazy', 'Cardi B Baby', 'Cardi B Kulture']",Cardi B - Ring (feat. Kehlani) [Official Video],kcRWyLMVrFM,108872382
Bohemian Rhapsody,Queen,10,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,333611,161041,0,4550198,"['Queen', 'Freddie', 'Mercury', 'Brian', 'May', 'Roger', 'Taylor', 'John', 'Deacon', 'Bohemian', 'Rhapsody', 'queen official video', 'queen official channel', 'freddie', 'mercury', 'queen', 'official', 'videos', 'live', 'freddy', 'Queen (Musical Group)', 'bo rhap', 'Bohemian Rhapsody (Composition)', 'Bohemian Rhapsody (Musical Recording)', 'Hard Rock (Musical Genre)', 'Progressive Rock (Musical Genre)', 'Rock Music (Film Genre)', 'Music (TV Genre)', 'Brian May (Musical Artist)', 'A Night At The Opera', '1975']",Queen - Bohemian Rhapsody (Official Video),fJ9rUzIMcZQ,788268993
I Like Me Better,Lauv,10,UCfLdIEPs1tYj4ieEdJnyNyw,Lauv,23151,20045,0,934904,"['lauv', 'the other', 'single', 'nyc', 'new york', 'pop', 'ari leff', 'i like you better', 'i like me better', 'lauv i like me better', 'i like me better lauv', 'better with you', 'lauv like me better', ""i like me better when i'm with you lyrics"", ""i like it better when i'm with you"", 'i like me', 'i like me better when im with you', ""i'm better when i'm with you"", ""i like me better when i'm with you meme"", 'lany', 'luv', 'luav', 'lauv playlist']",Lauv - I Like Me Better [Official Audio],a7fzkqLozwA,125670180
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,10,UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,474183,700100,0,5200895,"['fefe', 'fefe 69', '6ix9ine fefe', '6ix9ine nicki minaj murda beatz fefe', 'fefe official music video', 'fefe 6ix9ine', '6ix9ine nicki', '69 fefe', 'nicki minaj fefe', 'hip hop 2018', '69', '6ix9ine', 'murda beatz', 'nicki minaj', 'calling my spirit', 'xxxtentacion guardian angel', 'meek mill whats free', '6ix9ine mama', 'bipolar gucci mane', 'takeoff - casper', 'travis scott - yosemite', '6ix9ine tic toc', '6ix9ine kika', 'ski mask foot fungus', 'lil baby drip too hard', 'meek mill going bad', 'drake going bad', 'good form']","6ix9ine, Nicki Minaj, Murda Beatz - “FEFE” (Official Music Video)",V_MXGdSBbAI,572518752
Boo'd Up,Ella Mai,10,UCdVlI3zsHhvKKH4OEQVHyHA,EllaMaiVEVO,84883,136500,0,1904895,"['Ella', 'Mai', ""Boo'd"", 'Up', '10', 'Summers', 'Interscope', 'PS']",Ella Mai - Boo'd Up,6YNZlXfW6Ho,311427240
Armed And Dangerous,Juice WRLD,24,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,48247,18246,0,572617,"['Juice WRLD', 'Music Video', 'Armed & Dangerous', '2018', 'Hip Hop', 'Rap', 'Lyrical Lemonade', 'Cole Bennett', 'Lucid Dreams', 'All Girls Are The Same', 'WRLD On Drugs', 'Concert Footage', 'Behind The Scenes', 'juice wrld music', 'juice wrld audio', 'juice wrld official audio', 'juice wrld 2018', 'armed and dangerous', 'armed and dangerous music', 'armed and dangerous official', 'armed and dangerous 2018', 'juice wrld armed and dangerous', 'armed and dangerous juice wlrd']",Juice WRLD - Armed & Dangerous (Dir. by @_ColeBennett_),cr82wSBZeeQ,49023439
Sad!,XXXTENTACION,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Best Shot,Jimmie Allen,10,UCLl0WU2KUb_8dTaeYc8EoAQ,JimmieAllenVEVO,719,1261,0,42075,"['Jimmie Allen', 'BMG', 'Country', 'Jimmy Allen', 'Jimmy Alan', 'Jimmie Alan', 'Jimmy Alen', 'Jimmie Alen', 'BBRMG', 'Best Shot']",Jimmie Allen - Best Shot,9VHABNmQjZQ,6893277
I'm A Mess,Bebe Rexha,10,UCi0LydWaEUy3Vx8flL29ebQ,SyrebralVibes,30291,10448,0,379535,"['syrebralvibes', 'syrebral vibes', 'electronic', 'dance', 'music', 'EDM', 'future bass', 'indie', 'pop', 'mix', 'best', 'trap', 'melodic', 'vocals', 'house', 'songs', 'musica', 'lyrics', 'lyric videos', 'spotify', 'new', 'bebe rexha', 'im a mess', 'bebe rexha im a mess', 'bebe rexha im a mess lyrics', 'bebe rexha lyrics im a mess', 'lyrics bebe rexha im a mess', ""bebe rexha i'm a mess"", ""i'm a mess"", ""i'm a mess bebe rexha"", 'im a mess bebe rexha', 'im a mess lyrics', 'lyrics im a mess', ""bebe rexha i'm a mess lyrics"", 'lyrics im a mess bebe rexha']",Bebe Rexha - I'm A Mess (Lyrics),qhSds5jPnFo,49159080
Psycho,Post Malone Featuring Ty Dolla $ign,10,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,98003,142193,0,3200807,"['Post', 'Malone', 'Psycho', 'Universal', 'Records', 'Hip', 'Hop']",Post Malone - Psycho ft. Ty Dolla $ign,au2n7VVGv_c,474160618
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",10,UCIUKjjLfyf19Mr6Q_27GXlw,YGVEVO,35599,69715,0,974461,"['Apeshit', 'Beyonce', 'ImUpset', 'Drake', 'BiggerThanYou', '2Chainz', 'Quavo', 'TeeGrizzley', '2Vaults', 'LilYachty', 'TyDollaSign', 'ChrisBrown', 'MeekMill', 'StayWoke', 'Sad', 'XXXTentacion', 'CardiB', 'ILikeIt', 'Changes', 'TheCarters', 'GodsPlan', 'PostMalone', 'Pyscho', 'Diplo', 'FrenchMontana', 'LilBaby']","YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj",z61GFxVD8K4,147453766
Lie,NF,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,14504,13513,0,526780,"['NF', 'Lie', 'Perception', 'how you gonna lie like that', 'NF real music', 'NF Lie', 'NF how you gonna lie', 'NF Perception', 'NF Perception Lie', 'Lie Perception', 'Lie NF', 'lie like that', 'real music', 'nfrealmusic', 'lie official', 'nf official', 'video', 'nf - lie', 'hip hop', 'rap', 'music']",NF - Lie (Audio),B1dmRjyN0CQ,68886837
Better,Khalid,10,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,17939,25389,0,737359,"['Suncity', 'OTW', 'Love Lies', 'Yound Dumb and Broke', 'Location', 'Better', 'Khalid', 'R&B', 'Right Hand Music Group', 'LLC/RCA Records']",Khalid - Better (Official Music Video),x3bfa3DZ8JM,96270108
Topanga,Trippie Redd,10,UCstw-41J8syXgdJ8xWvaizA,Trippie Redd,31705,21757,0,222102,"['Trippie Redd', 'Topanga', 'YouTube Premiere', 'Dark Night Dummo', 'A Love Letter to you 3', 'A love letter to you', 'tripie redd', 'hiphop', 'hiphop2018', 'hiphop2017', 'alovelettertoyou', 'alovelettertoyou3', 'trippi', 'ttrippi red', 'a love letter 3', 'allty3', '1400', 'dark knight dummo']",Trippie Redd - Topanga (Official Music Video),qE4Z0KfzpE8,8650290
Lost In Japan,Shawn Mendes X Zedd,10,UC4-TgOSMJHn-LtY4zCzbQhw,ShawnMendesVEVO,3740,220,0,63072,"['Shawn Mendes', 'Lost In Japan', 'Live From Dick Clark’s New Year’s Rockin’ Eve', 'Mendes', 'Dick Clark', 'New Year’s Rockin’ Eve', 'New Year', 'NYE', 'Rockin’ Eve', 'live']",Shawn Mendes - Lost In Japan (Live From Dick Clark’s New Year’s Rockin’ Eve 2019),WqaHCJidrRE,467945
Drunk Me,Mitchell Tenpenny,10,UC7qPz_-prgjFyKGcnqJ9aKA,MitchellTenpennyVEVO,2068,5587,0,99236,"['gary allan', 'dustin lynch', 'granger smith', 'cma', 'acm', 'countrgary allan', 'country radio', 'sony', 'luke combs', 'kane brown', 'bitches', 'truck I drove in high school', 'm10', 'drunk me', 'alcohol you later', 'Mixed drinks', 'make it to the party', 'if the boot fits', 'laid back', 'country music', 'meet mitchell', 'm10 Mondays', 'LANCO', 'Realtree', 'whiskey jam', 'Jon Langston', 'drunk videos', 'drunk dialy radio', 'drunk dial', 'Country', 'Drunk Me', 'Mitchell Tenpenny', 'Riser', 'House', 'Nashville']",Mitchell Tenpenny - Drunk Me,BiA-7xHM8zc,24828157
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,10,UCc8qwNDy-XWx8P3qMx1b6Wg,Trippie Redd - Topic,6357,9248,0,160035,"['Trippie', 'Redd', 'トリッピー・レッド', 'トリッピーレッド', 'Juice', 'WRLD', 'ジュース・ワールド', 'ジュースワールド', 'Love', 'Letter', 'To', 'You', '1400', '999', 'Freestyle']",1400 / 999 Freestyle,3WnLTACoSfw,20310325
10 Freaky Girls,Metro Boomin Featuring 21 Savage,10,UCKC11MOR51CLg4JpYj8jb4g,Metro Boomin,2464,1806,0,72773,"['Metro Boomin', 'young metro', 'boominati', 'NOT ALL HEROES WEAR CAPES', 'Travis Scott', '21 Savage', 'Gucci Mane', 'Swae Lee', 'Gunna', 'Young Thug', 'WizKid', 'Offset', 'J Balvin', 'Kodak Black', 'Drake']",Metro Boomin - 10 Freaky Girls (with 21 Savage) [OFFICIAL AUDIO],48LvZVrlY9A,6925109
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,10,UC9HlWVtENbiMQzVRmnbJxtw,Meek Mill,5200,12852,0,253772,"['meek mill', 'meek', 'mill', 'hip hop', 'rap', 'atlantic', 'atlantic records', 'wins & losses', 'dreams worth more than money', 'stay woke', 'dangerous', 'Jeremih', 'PnB Rock', 'legends of the summer', 'meek dangerous', 'Hip Hop', 'Warner Music Group', 'RNB', 'Jerimih', 'PNB', 'Meek Mill Dangerous', 'meek legends of the summer', 'championships', 'meek new music', 'meek mill new video', 'Jeremih meek', 'PNB rock meek', 'dangerous pnb', ""feel a vibe that's contagious"", 'you feel a vibe thats contagious']",Meek Mill - Dangerous (feat. Jeremih & PnB Rock),stcIiJbwpio,31703995
Close Friends,Lil Baby,10,UC_z9AthnCGSAk_tZf-KqoFA,Lil Baby - Topic,13423,24032,0,501288,"['Lil Baby', 'Drip Harder', 'Close Friends']",Close Friends,Mr1cw_Cc7jc,64644256
When The Party's Over,Billie Eilish,10,UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,127569,69975,0,2837544,"['Billie', 'Eilish', 'when', 'the', ""party's"", 'over', 'Darkroom', 'Alternative']",Billie Eilish - when the party's over,pbMwTqkKSps,114948538
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,10,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,207072,64002,0,2365424,"['xxxtentacion', 'lilpump', 'pump', 'maluma', 'swaelee', 'armsaroundyou', 'armaroundyou', 'xxx', 'lil pump', 'arms around you tribute', 'xxxtentacion tribute', 'sway lee', 'arms around you', 'arms around you song', 'rap music', 'pop music', 'hip hop music', 'xxx tentacion']","XXXTENTACION & Lil Pump ft. Maluma & Swae Lee  - ""Arms Around You"" (Official Music Video)",tLNOce4Y4uc,102978765
That's On Me,Yella Beezy,10,UCO_coWOBvqu-Nn5_YoM7ONw,HalfpintFilmz,17403,55462,0,619955,"['Halfpint', 'Filmz', 'HalfpintFilmz', 'Films', 'Half', 'Pint', 'TopOff', 'Entertainment', 'Shredd', 'ShreddAintShxt', 'Shred', '$hreddAintShxt', '$hredd']",Yella Beezy - That's On Me (Music Video) Shot By: @HalfpintFilmz,tCev_IcVxcU,109826234
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,10,UCAi1m77yjFzAC7Ocak2i8tA,LilDuvalVEVO,10291,15236,0,296686,"['Lil', 'Duval', 'Smile', 'Bitch', '(Official', 'Video)', 'Rich', 'Broke', 'Ent', 'Rap/Hip-Hop', 'Living My Best Life', 'Living Your Best Life', 'EMPIRE', 'Snoop Dogg', 'Ball Greezy', 'Smile Bitch', 'Viral', 'Meme']","Lil Duval - Smile (Living My Best Life) (Official Video) ft. Snoop Dogg, Ball Greezy",QFFdSR6U_kc,25229765
Don't Come Out The House,Metro Boomin Featuring 21 Savage,10,UCKC11MOR51CLg4JpYj8jb4g,Metro Boomin,5290,1758,0,93476,"['Metro Boomin', 'young metro', 'boominati', 'NOT ALL HEROES WEAR CAPES', 'Travis Scott', '21 Savage', 'Gucci Mane', 'Swae Lee', 'Gunna', 'Young Thug', 'WizKid', 'Offset', 'J Balvin', 'Kodak Black', 'Drake']",Metro Boomin - Don't Come Out The House (with 21 Savage) [OFFICIAL AUDIO],jPOzqeHynZw,5754522
You Say,Lauren Daigle,10,UCPJFvbf8tNE9-_aYgeXfdKA,Lauren Daigle,21299,14231,0,459481,"['you say official music', 'you say official music video', 'lauren daigle you say', 'lauren diagle', 'Lauren Daigle', 'Lauren', 'Daigle', 'You Say', 'Lauren Daigle music', 'ccm', 'centricity music', 'new christian music', 'christian music', 'pop music', 'new lauren daigle song', 'how can it be', 'turst in you lauren', 'how can it be lauren daigle', 'klove', 'wayfm', 'new worship music', 'adele', 'first lauren', 'chris tomlin', 'karrie jobe', 'amanda cook', 'worship']",Lauren Daigle - You Say (Official Music Video),sIaT8Jl2zpI,52127072
Fine China,Future & Juice WRLD,10,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,9260,5683,0,189438,"['future', 'juice wrld', 'fine china', 'fine china official', 'new future', 'new juice wrld', 'mask off', ""king's dead"", 'jumpman', 'bum bum tam tam', 'low life', 'WIFI LIT', '31 DAYS', 'HNDRXX', '2 chainz', 'yo gotti', 'waka flocka flame', 'french montana', 'meek mill', 'chief keef', 'young thug', 'young dolph', 'rick ross', 'gucci mane', 'mike will made-it', 'juicy j', 'a$ap ferg', 'Epic/Freebandz/Grade A/Interscope', 'Fine China', 'Future & Juice WRLD', 'Hip Hop']","Future, Juice WRLD - Fine China (Audio)",e1KmvsLwmVc,18488674
